Модель,Год,Пробег,Цена,Описание
"BMW X3 G01",2021,117000,39400,"автомат, 2,0 л, бензин, внедорожник 5 дв."
"BMW 5 серия F10, F11",2012,240000,19800,"автомат, 2,0 л, дизель, седан"
"BMW 5 серия E39 · Рестайлинг",2001,425000,5600,"механика, 2,0 л, дизель, седан"
"BMW 3 серия E36",1998,215000,4490,"механика, 1,8 л, бензин, универсал"
"BMW 3 серия E36",1998,215000,4490,"механика, 1,8 л, бензин, универсал"
"BMW 5 серия E60, E61",2003,360000,8400,"автомат, 2,2 л, бензин, седан"
"BMW X6 G06 · Рестайлинг",2024,26158,110990,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW X5 E70",2007,177073,14990,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW X7 I, 7 мест",2019,119241,81990,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW X5 G05",2019,156841,60990,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 7 серия E65",2003,271000,5750,"автомат, 4,4 л, бензин, седан"
"BMW 5 серия G30, G31",2017,198000,35500,"автомат, 2,0 л, дизель, седан"
"BMW 5 серия E39 · Рестайлинг",2002,462000,6800,"механика, 2,2 л, бензин, седан"
"BMW X5 E53",2003,395000,10000,"автомат, 2,9 л, дизель, внедорожник 5 дв."
"BMW 3 серия F30,F31 · Рестайлинг",2018,169000,19300,"автомат, 1,5 л, бензин, седан"
"BMW X6 G06",2020,123500,79000,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 5 серия E34",1996,358214,3500,"механика, 2,0 л, бензин, универсал"
"BMW 5 серия G30, G31",2018,214000,28699,"автомат, 2,0 л, дизель, универсал"
"BMW 3 серия G20, G21",2019,160123,32000,"автомат, 2,0 л, дизель, седан"
"BMW 5 серия E39 · Рестайлинг",2003,313469,6499,"автомат, 2,2 л, бензин, седан"
"BMW X1 F48",2019,174512,17690,"робот, 1,5 л, дизель, внедорожник 5 дв."
"BMW 3 серия F34 (GT) · Рестайлинг",2020,104000,32000,"автомат, 2,0 л, дизель, лифтбек"
"BMW 5 серия E39",1998,309207,6700,"автомат, 2,9 л, дизель, седан"
"BMW X5 E70 · Рестайлинг",2010,276000,19500,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 3 серия F30,F31 · Рестайлинг",2018,205000,20000,"автомат, 2,0 л, дизель, седан"
"BMW 3 серия E36",1997,188293,5499,"механика, 2,8 л, бензин, седан"
"BMW X3 G01",2019,105000,31000,"автомат, 2,0 л, бензин, внедорожник 5 дв."
"BMW 7 серия F01, F04",2010,263000,17000,"автомат, 4,4 л, бензин, седан"
"BMW 3 серия G20, G21",2018,93500,34500,"автомат, 2,0 л, бензин, седан"
"BMW 5 серия E39 · Рестайлинг",2001,414000,6750,"механика, 2,5 л, бензин, седан"
"BMW 7 серия F01, F04",2010,250000,12600,"автомат, 4,4 л, бензин, седан"
"BMW 6 серия E24",1979,250000,5900,"механика, 3,5 л, бензин, купе"
"BMW X5 E70, 7 мест",2007,390000,13700,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW 5 серия E60, E61 · Рестайлинг",2007,319000,9900,"автомат, 2,5 л, бензин, седан"
"BMW 5 серия G30, G31 · Рестайлинг",2020,146000,44500,"автомат, 3,0 л, бензин (гибрид), седан"
"BMW 2 серия Gran Tourer F46 · Рестайлинг",2019,127000,17950,"робот, 1,5 л, бензин, минивэн"
"BMW 2 серия F44",2020,76000,25300,"робот, 1,5 л, бензин, седан"
"BMW X1 F48",2018,132000,19600,"робот, 1,5 л, дизель, внедорожник 5 дв."
"BMW 1 серия F40",2020,84000,25950,"робот, 1,5 л, бензин, хэтчбек 5 дв."
"BMW X5 E53",2002,378000,10900,"автомат, 2,9 л, дизель, внедорожник 5 дв."
"BMW 3 серия E36",1996,380000,2400,"механика, 1,7 л, дизель, седан"
"BMW 5 серия E39 · Рестайлинг",2000,440000,7950,"автомат, 2,9 л, дизель, седан"
"BMW 5 серия E39",1998,540000,3700,"механика, 2,5 л, дизель, седан"
"BMW X5 F15",2018,142105,33000,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 5 серия E60, E61",2006,456000,10700,"автомат, 3,0 л, дизель, седан"
"BMW 5 серия E60, E61 · Рестайлинг",2007,428803,14500,"автомат, 3,0 л, дизель, седан"
"BMW 5 серия G30, G31",2019,198000,32900,"автомат, 2,0 л, дизель, универсал"
"BMW 3 серия G20, G21 · Рестайлинг",2023,32300,48600,"автомат, 2,0 л, бензин, седан"
"BMW i3 I01 · Рестайлинг",2019,100000,15999,"автомат, 0,7 л, бензин (гибрид), хэтчбек 5 дв."
"BMW 3 серия G20, G21",2019,85000,29999,"автомат, 2,0 л, бензин, седан"
"BMW 3 серия G20, G21",2019,53000,34000,"автомат, 2,0 л, бензин, седан"
"BMW 3 серия E46",1999,305000,5300,"механика, 1,9 л, бензин, седан"
"BMW 3 серия E46 · Рестайлинг",2002,425000,7400,"автомат, 3,0 л, бензин, седан"
"BMW i3 I01 · Рестайлинг",2021,44000,21490,"автомат, электро, хэтчбек 5 дв., запас хода 300 км"
"BMW iX i20",2021,30050,68000,"автомат, электро, внедорожник 5 дв., запас хода 425 км"
"BMW 3 серия G20, G21 · Рестайлинг",2023,2500,44000,"автомат, 2,0 л, бензин, седан"
"BMW 2 серия Gran Tourer F46",2018,137000,14700,"механика, 1,5 л, бензин, минивэн"
"BMW X6 E71",2009,298500,18450,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 2 серия Gran Tourer F46 · Рестайлинг",2020,250596,22000,"автомат, 2,0 л, дизель, минивэн"
"BMW 7 серия E65, E66 · Рестайлинг",2007,400000,12350,"автомат, 3,0 л, дизель, седан"
"BMW X1 F48",2017,221748,19500,"автомат, 2,0 л, дизель, внедорожник 5 дв."
"BMW 5 серия F07 (GT) · Рестайлинг",2013,204000,22900,"автомат, 3,0 л, дизель, лифтбек"
"BMW 5 серия E39",1997,320000,5800,"автомат, 2,5 л, дизель, седан"
"BMW 2 серия Gran Tourer F46 · Рестайлинг, 7 мест",2019,230000,14800,"робот, 1,5 л, бензин, минивэн"
"BMW X5 F15",2017,156453,30900,"автомат, 2,0 л, дизель, внедорожник 5 дв."
"BMW 3 серия E36",1993,333000,1900,"механика, 1,6 л, бензин, седан"
"BMW X7 I, 6 мест",2022,106400,97800,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 6 серия G32",2018,94000,49500,"автомат, 3,0 л, бензин, лифтбек"
"BMW X6 E71",2008,331000,19990,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 5 серия F10, F11 · Рестайлинг",2013,140000,22500,"автомат, 2,0 л, дизель, седан"
"BMW 1 серия F40",2021,161000,21500,"робот, 1,5 л, бензин, хэтчбек 5 дв."
"BMW X5 E70 · Рестайлинг",2010,215100,22100,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 5 серия G30, G31 · Рестайлинг",2020,75000,33000,"автомат, 2,0 л, дизель, универсал"
"BMW 3 серия E46 · Рестайлинг",2001,300000,3200,"механика, 1,8 л, бензин, седан"
"BMW X1 E84",2011,200000,9999,"автомат, 2,0 л, бензин, внедорожник 5 дв."
"BMW 5 серия G30, G31",2020,148000,40400,"автомат, 2,0 л, дизель, седан"
"BMW 3 серия E90, E91, E92, E93 · Рестайлинг",2009,140484,10950,"автомат, 2,0 л, бензин, седан"
"BMW X1 F48 · Рестайлинг",2019,147000,26990,"автомат, 2,0 л, дизель, внедорожник 5 дв."
"BMW 3 серия F30,F31 · Рестайлинг",2016,188000,17999,"автомат, 2,0 л, дизель, седан"
"BMW 3 серия F30,F31 · Рестайлинг",2016,125000,19750,"автомат, 2,0 л, бензин, седан"
"BMW 5 серия G30, G31",2019,165500,30400,"автомат, 2,0 л, бензин (гибрид), седан"
"BMW X3 G01",2018,82000,32900,"автомат, 2,0 л, дизель, внедорожник 5 дв."
"BMW X1 F48 · Рестайлинг",2020,42000,28000,"автомат, 2,0 л, бензин, внедорожник 5 дв."
"BMW 5 серия E60, E61",2003,351000,9700,"механика, 2,5 л, бензин, седан"
"BMW X5 E70 · Рестайлинг",2013,310487,22000,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 2 серия Gran Tourer F46 · Рестайлинг",2019,210000,19990,"автомат, 2,0 л, дизель, минивэн"
"BMW X5 E53 · Рестайлинг",2006,204000,14600,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 3 серия F30,F31 · Рестайлинг",2018,91000,23900,"автомат, 2,0 л, бензин, седан"
"BMW 1 серия F40",2019,82000,22500,"робот, 1,5 л, дизель, хэтчбек 5 дв."
"BMW 3 серия E46",2001,362000,5300,"механика, 2,2 л, бензин, седан"
"BMW 5 серия G30, G31 · Рестайлинг",2020,93000,39500,"автомат, 2,0 л, бензин, седан"
"BMW X1 F48",2018,160500,16800,"механика, 1,5 л, дизель, внедорожник 5 дв."
"BMW 5 серия E39 · Рестайлинг",2001,290000,8200,"автомат, 2,5 л, дизель, седан"
"BMW 5 серия E34",1990,600000,2000,"механика, 2,0 л, бензин, седан"
"BMW 5 серия G30, G31 · Рестайлинг",2022,65204,52000,"автомат, 2,0 л, дизель, седан"
"BMW 5 серия F10, F11",2012,350000,17000,"автомат, 2,0 л, бензин, седан"
"BMW X4 G02 · Рестайлинг",2022,56000,77000,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW 5 серия E34",1996,400000,2000,"механика, 2,0 л, бензин, универсал"
"BMW 7 серия F01, F04",2009,270000,16500,"автомат, 3,0 л, бензин, седан"
"BMW 1 серия E81, E82, E88, E87 · Рестайлинг",2009,324000,7500,"механика, 1,6 л, бензин, хэтчбек 5 дв."
"BMW X5 G05",2019,42000,58000,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW 7 серия E65, E66 · Рестайлинг",2006,165000,10800,"автомат, 4,8 л, бензин, седан"
"BMW X5 F15",2017,130000,43000,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 5 серия E34",1994,358000,1500,"механика, 2,5 л, дизель, универсал"
"BMW 5 серия E39",1997,350000,2100,"механика, 2,0 л, бензин, универсал"
"BMW 3 серия G20, G21",2020,79500,31500,"автомат, 2,0 л, бензин, седан"
"BMW 5 серия E39 · Рестайлинг",2000,260000,6400,"механика, 2,5 л, дизель, седан"
"BMW 3 серия F34 (GT) · Рестайлинг",2018,198000,28000,"автомат, 2,0 л, дизель, лифтбек"
"BMW X3 F25",2010,280000,15000,"автомат, 2,0 л, дизель, внедорожник 5 дв."
"BMW 5 серия F10, F11",2011,273000,18500,"автомат, 2,5 л, бензин, седан"
"BMW 3 серия E46 · Рестайлинг",2006,315000,7900,"автомат, 2,5 л, бензин, купе"
"BMW 5 серия F10, F11",2010,260000,16900,"автомат, 2,0 л, дизель, седан"
"BMW i3 I01",2017,105800,17800,"автомат, 0,6 л, бензин (гибрид), хэтчбек 5 дв."
"BMW 3 серия G20, G21",2021,47300,36900,"автомат, 2,0 л, бензин, седан"
"BMW X7 I, 7 мест",2021,88000,76990,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW X5 E53 · Рестайлинг",2004,420000,12950,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 3 серия F30,F31 · Рестайлинг",2017,277100,17100,"механика, 2,0 л, дизель, универсал"
"BMW 7 серия G11",2016,180000,39900,"автомат, 3,0 л, дизель, седан"
"BMW 7 серия G12 (Long)",2017,170000,39999,"автомат, 2,0 л, бензин (гибрид), седан"
"BMW X5 E53",2003,450000,10500,"автомат, 2,9 л, дизель, внедорожник 5 дв."
"BMW X3 G01",2020,132000,44900,"автомат, 2,0 л, дизель, внедорожник 5 дв."
"BMW X3 F25 · Рестайлинг",2016,89000,21500,"автомат, 2,0 л, бензин, внедорожник 5 дв."
"BMW 5 серия E60, E61 · Рестайлинг",2007,320740,16100,"автомат, 3,0 л, дизель, седан"
"BMW 3 серия F30, F31",2012,280000,17990,"автомат, 2,0 л, дизель, седан"
"BMW 2 серия F44",2021,160000,25500,"робот, 1,5 л, бензин, седан"
"BMW 3 серия F30, F31",2012,263800,16500,"автомат, 2,0 л, бензин, седан"
"BMW 3 серия E36",1993,400000,2900,"механика, 1,6 л, бензин, седан"
"BMW X5 G05",2019,180000,50500,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW 3 серия F30,F31 · Рестайлинг",2018,170000,29000,"автомат, 3,0 л, дизель, седан"
"BMW 5 серия E39",1998,490000,4399,"механика, 2,5 л, дизель, универсал"
"BMW 5 серия E34",1995,320000,1500,"механика, 2,0 л, бензин, седан"
"BMW 2 серия F44",2020,54000,33999,"автомат, 2,0 л, бензин, седан"
"BMW X3 G01",2019,138000,48500,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW 3 серия F30,F31 · Рестайлинг",2015,326000,18500,"автомат, 2,0 л, дизель, универсал"
"BMW X6 E71",2008,237000,13750,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW 2 серия F22",2016,177000,19800,"автомат, 2,0 л, бензин, купе"
"BMW 5 серия E60, E61 · Рестайлинг",2008,380000,13470,"механика, 3,0 л, дизель, седан"
"BMW 7 серия F01, F04",2010,335000,18200,"автомат, 3,0 л, дизель, седан"
"BMW 1 серия F20, F21",2011,162000,12900,"автомат, 1,6 л, бензин, хэтчбек 5 дв."
"BMW 7 серия G12 (Long) · Рестайлинг",2019,89300,53000,"автомат, 3,0 л, бензин, седан"
"BMW 6 серия G32",2020,160000,35500,"автомат, 2,0 л, дизель, лифтбек"
"BMW 3 серия E36",1994,329000,2000,"автомат, 1,6 л, бензин, хэтчбек 3 дв."
"BMW 5 серия E39 · Рестайлинг",2000,370000,6500,"механика, 2,5 л, бензин, седан"
"BMW X5 E70",2009,379211,18950,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 7 серия F01, F04",2009,300000,15000,"автомат, 3,0 л, дизель, седан"
"BMW X6 E71",2009,290000,13600,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW X5 E70 · Рестайлинг",2011,288000,23000,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 2 серия Gran Tourer F46 · Рестайлинг",2019,160000,22000,"робот, 2,0 л, бензин, минивэн"
"BMW 3 серия E90, E91, E92, E93 · Рестайлинг",2009,317000,12300,"автомат, 2,0 л, дизель, седан"
"BMW 3 серия E90, E91, E92, E93 · Рестайлинг",2010,340215,11200,"автомат, 2,0 л, дизель, седан"
"BMW 3 серия E90, E91, E92, E93",2008,220000,6700,"автомат, 2,5 л, бензин, седан"
"BMW 1 серия F40",2021,90000,20800,"робот, 1,5 л, бензин, хэтчбек 5 дв."
"BMW 3 серия E36",1995,450000,1700,"механика, 2,0 л, бензин, седан"
"BMW 2 серия F44",2020,142500,22999,"робот, 1,5 л, бензин, седан"
"BMW 4 серия  G22, G23, G26",2020,49000,58700,"автомат, 3,0 л, бензин, купе"
"BMW X7 I · Рестайлинг, 7 мест",2024,11265,90000,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW 4 серия  G22, G23, G26",2023,2000,67900,"автомат, 2,0 л, дизель, купе"
"BMW 2 серия F44",2021,99500,27800,"автомат, 2,0 л, бензин, седан"
"BMW X4 G02",2019,105000,44800,"автомат, 2,0 л, дизель, внедорожник 5 дв."
"BMW X1 U11",2023,138000,35900,"робот, 1,5 л, бензин, внедорожник 5 дв."
"BMW X5 G05",2021,126000,77950,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW X5 F15",2018,192000,38900,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 3 серия F30, F31",2013,190000,13900,"автомат, 1,6 л, бензин, универсал"
"BMW X5 G05 · Рестайлинг",2023,33350,103500,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW X1 F48",2018,205000,18000,"механика, 1,5 л, дизель, внедорожник 5 дв."
"BMW 3 серия G20, G21",2019,115000,32000,"автомат, 2,0 л, дизель, универсал"
"BMW 5 серия F10, F11 · Рестайлинг",2015,99000,24777,"автомат, 2,0 л, бензин, седан"
"BMW 2 серия Active Tourer F45",2017,200000,13499,"механика, 1,5 л, дизель, минивэн"
"BMW 5 серия E60, E61",2006,374816,7850,"автомат, 2,5 л, бензин, седан"
"BMW 3 серия E36",1997,480000,4000,"механика, 1,8 л, бензин, купе"
"BMW 5 серия F07 (GT)",2010,380000,19950,"автомат, 3,0 л, дизель, седан"
"BMW 5 серия E60, E61",2004,460000,10500,"механика, 2,5 л, дизель, универсал"
"BMW 5 серия G30, G31 · Рестайлинг",2020,185000,46900,"автомат, 3,0 л, дизель, универсал"
"BMW 5 серия E60, E61",2005,348200,9350,"механика, 2,5 л, бензин, седан"
"BMW 3 серия F30, F31",2014,83303,18900,"автомат, 2,0 л, бензин, седан"
"BMW 7 серия E66 (Long)",2003,250000,8500,"автомат, 6,0 л, бензин, седан"
"BMW X5 F15",2013,204000,26900,"автомат, 4,4 л, бензин, внедорожник 5 дв."
"BMW 4 серия F32, F33, F36",2015,161000,23450,"автомат, 2,0 л, бензин, лифтбек"
"BMW X3M F97",2019,57400,59999,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW 5 серия E39",1998,591000,4600,"механика, 2,5 л, дизель, седан"
"BMW X1 F48",2018,187000,19999,"робот, 1,5 л, дизель, внедорожник 5 дв."
"BMW 5 серия E39",1998,547000,5300,"механика, 2,5 л, бензин, седан"
"BMW X2 F39",2019,62000,26900,"автомат, 2,0 л, бензин, внедорожник 5 дв."
"BMW X1 E84 · Рестайлинг",2013,195000,11500,"механика, 2,0 л, бензин, внедорожник 5 дв."
"BMW 5 серия E39",1999,300000,4600,"механика, 2,5 л, бензин, седан"
"BMW 3 серия E90, E91, E92, E93",2006,345000,9500,"механика, 2,0 л, дизель, седан"
"BMW 1 серия E81, E82, E88, E87 · Рестайлинг",2007,265000,7200,"механика, 1,6 л, бензин, хэтчбек 3 дв."
"BMW X5 G05",2021,84600,54900,"автомат, 2,0 л, бензин, внедорожник 5 дв."
"BMW 7 серия E66 (Long)",2005,320000,5800,"автомат, 4,4 л, бензин, седан"
"BMW 5 серия E39 · Рестайлинг",2000,467000,7450,"механика, 2,5 л, дизель, седан"
"BMW X5 E70",2008,270000,17555,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 3 серия F30,F31 · Рестайлинг",2016,112000,19500,"автомат, 2,0 л, бензин, седан"
"BMW 5 серия F10, F11",2012,229000,16999,"автомат, 2,0 л, бензин, седан"
"BMW 5 серия E39 · Рестайлинг",2003,443000,6100,"механика, 2,0 л, дизель, универсал"
"BMW X2 F39",2018,105000,26900,"автомат, 2,0 л, бензин, внедорожник 5 дв."
"BMW 3 серия E90, E91, E92, E93",2005,300000,9500,"автомат, 2,0 л, дизель, универсал"
"BMW 5 серия E34",1994,545863,3000,"механика, 2,5 л, бензин, седан"
"BMW X6 E71",2010,295000,19000,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 1 серия F20, F21 · 2-й рестайлинг",2018,230000,13900,"механика, 1,5 л, дизель, хэтчбек 5 дв."
"BMW 7 серия E65",2004,408700,12700,"автомат, 3,0 л, дизель, седан"
"BMW X1 F48",2017,157930,21350,"автомат, 2,0 л, бензин, внедорожник 5 дв."
"BMW 5 серия E39 · Рестайлинг",2001,495142,8900,"автомат, 2,5 л, дизель, универсал"
"BMW 5 серия E39",1996,390000,5950,"механика, 2,0 л, бензин, седан"
"BMW 5 серия E39 · Рестайлинг",2003,438587,9800,"автомат, 2,9 л, дизель, седан"
"BMW X4 G02",2019,70000,39900,"автомат, 2,0 л, бензин, внедорожник 5 дв."
"BMW 3 серия E90, E91, E92, E93",2005,358000,7800,"автомат, 3,0 л, бензин, седан"
"BMW X3 G01",2020,49980,49500,"автомат, 2,0 л, дизель, внедорожник 5 дв."
"BMW 5 серия F10, F11 · Рестайлинг",2015,315433,21800,"автомат, 2,0 л, дизель, универсал"
"BMW 1 серия F40",2020,120750,19500,"робот, 1,5 л, дизель, хэтчбек 5 дв."
"BMW X7 I, 6 мест",2019,163000,70900,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 4 серия F32, F33, F36 (Рестайлинг)",2018,230000,31000,"автомат, 2,0 л, бензин, лифтбек"
"BMW i3 I01",2016,114500,15750,"автомат, электро, хэтчбек 5 дв., запас хода 250 км"
"BMW 4 серия  G22, G23, G26",2023,25000,52900,"автомат, 2,0 л, бензин, купе"
"BMW 5 серия E39",1998,500000,3555,"автомат, 2,5 л, бензин, универсал"
"BMW 3 серия F34 (GT) · Рестайлинг",2017,215000,22600,"автомат, 2,0 л, дизель, лифтбек"
"BMW 6 серия G32",2020,130000,36500,"автомат, 2,0 л, дизель, лифтбек"
"BMW X3 G01",2020,72000,39900,"автомат, 2,0 л, дизель, внедорожник 5 дв."
"BMW 5 серия E39",1996,350000,4500,"механика, 2,0 л, бензин, седан"
"BMW 5 серия G30, G31",2019,171000,29000,"автомат, 2,0 л, дизель, универсал"
"BMW 2 серия Active Tourer F45 · Рестайлинг",2021,125200,18900,"автомат, 1,5 л, бензин, минивэн"
"BMW 5 серия E60, E61 · Рестайлинг",2007,320000,11500,"автомат, 3,0 л, дизель, седан"
"BMW X3 G01",2019,117000,33500,"автомат, 2,0 л, бензин, внедорожник 5 дв."
"BMW 7 серия G70",2024,1350,140000,"автомат, 3,0 л, бензин, седан"
"BMW X5 E70, 7 мест",2007,209000,16000,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW 5 серия F07 (GT)",2010,270000,21000,"автомат, 3,0 л, дизель, лифтбек"
"BMW 4 серия F32, F33, F36 (Рестайлинг)",2017,69000,31900,"автомат, 2,0 л, бензин, кабриолет"
"BMW 3 серия E30",1986,123456,6300,"механика, 3,0 л, бензин, купе"
"BMW 3 серия E90, E91, E92, E93",2005,353000,9300,"механика, 2,0 л, дизель, седан"
"BMW X1 F48 · Рестайлинг",2020,181300,17900,"робот, 1,5 л, дизель, внедорожник 5 дв."
"BMW X1 F48",2016,193150,19500,"автомат, 2,0 л, дизель, внедорожник 5 дв."
"BMW 7 серия F01, F04 · Рестайлинг",2013,325000,20499,"автомат, 4,4 л, бензин, седан"
"BMW X1 F48 · Рестайлинг",2021,199000,19400,"робот, 1,5 л, дизель, внедорожник 5 дв."
"BMW X3 G01",2018,164000,40850,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW X3 F25",2010,249000,19800,"автомат, 2,0 л, дизель, внедорожник 5 дв."
"BMW X5 F15",2014,269000,33900,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 3 серия E36",1997,500000,2800,"механика, 1,9 л, бензин, хэтчбек 3 дв."
"BMW 7 серия F02 (Long)",2008,208000,13000,"автомат, 4,4 л, бензин, седан"
"BMW 4 серия  G22, G23, G26",2020,58000,43200,"автомат, 2,0 л, бензин, купе"
"BMW 5 серия E39",1998,384000,3677,"механика, 2,5 л, дизель, седан"
"BMW X5 E70 · Рестайлинг",2010,294000,20300,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW X5 G05",2020,110000,83000,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 5 серия E39 · Рестайлинг",2001,420000,7000,"автомат, 2,5 л, дизель, универсал"
"BMW X1 F48 · Рестайлинг",2020,213598,20590,"робот, 1,5 л, дизель, внедорожник 5 дв."
"BMW 5 серия E39 · Рестайлинг",2003,475725,10300,"автомат, 2,9 л, дизель, седан"
"BMW 3 серия E36",1997,411500,3000,"механика, 1,8 л, бензин, седан"
"BMW 5 серия E39",1997,412000,6000,"автомат, 3,5 л, бензин, седан"
"BMW X4 G02",2021,40500,52500,"автомат, 2,0 л, дизель, внедорожник 5 дв."
"BMW 7 серия F01, F04",2009,283000,15999,"автомат, 3,0 л, бензин, седан"
"BMW X4 G02 · Рестайлинг",2021,27100,65555,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW 5 серия E39 · Рестайлинг",2001,355555,6100,"автомат, 2,9 л, дизель, седан"
"BMW X5 E70 · Рестайлинг",2011,335000,23000,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 5 серия E39",1997,447000,4500,"механика, 2,5 л, бензин, седан"
"BMW 3 серия E36",1991,488888,2800,"механика, 1,8 л, бензин, седан"
"BMW X3 G01 · Рестайлинг",2024,7050,47500,"автомат, 2,0 л, бензин, внедорожник 5 дв."
"BMW 3 серия F30,F31 · Рестайлинг",2018,65000,31000,"автомат, 3,0 л, бензин, седан"
"BMW 5 серия F10, F11",2011,272000,19900,"автомат, 3,0 л, дизель, седан"
"BMW 3 серия F30, F31",2013,225000,15700,"автомат, 2,0 л, бензин, седан"
"BMW 7 серия E38 · Рестайлинг",2001,525000,6900,"автомат, 2,9 л, дизель, седан"
"BMW X5 G05",2019,98000,62000,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW 3 серия E46 · Рестайлинг",2005,295000,5250,"механика, 2,0 л, дизель, универсал"
"BMW 4 серия F32, F33, F36 (Рестайлинг)",2019,183200,21400,"механика, 2,0 л, дизель, лифтбек"
"BMW 1 серия F40",2021,84000,21900,"робот, 1,5 л, дизель, хэтчбек 5 дв."
"BMW X3 E83 · Рестайлинг",2007,368532,11500,"автомат, 3,0 л, бензин (пропан-бутан), внедорожник 5 дв."
"BMW X5 E53 · Рестайлинг",2004,316166,10450,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW 3 серия E36",1995,497000,1990,"механика, 2,0 л, бензин, универсал"
"BMW X5 G05",2019,92000,69700,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW X5 E70",2007,291000,15000,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW 5 серия E39",1996,320000,3500,"механика, 2,5 л, дизель, седан"
"BMW 5 серия E39 · Рестайлинг",2002,450000,5800,"механика, 2,0 л, дизель, седан"
"BMW 2 серия F44",2020,150000,21999,"робот, 1,5 л, бензин, седан"
"BMW 5 серия E39 · Рестайлинг",2000,447000,5800,"механика, 2,5 л, дизель, универсал"
"BMW 5 серия E39",1997,320000,5950,"механика, 2,5 л, бензин, седан"
"BMW i3 G28",2023,72000,28900,"автомат, электро, седан, запас хода 526 км"
"BMW 5 серия E60, E61 · Рестайлинг",2007,508000,9200,"механика, 3,0 л, дизель, универсал"
"BMW 5 серия G30, G31",2018,220000,25900,"автомат, 2,0 л, дизель, универсал"
"BMW 7 серия G12 (Long)",2017,170000,35000,"автомат, 3,0 л, дизель, седан"
"BMW X3 G01",2020,101000,38700,"автомат, 2,0 л, бензин, внедорожник 5 дв."
"BMW 2 серия Gran Tourer F46 · Рестайлинг",2020,187200,16690,"робот, 1,5 л, дизель, минивэн"
"BMW 3 серия E46 · Рестайлинг",2002,408000,6300,"механика, 2,0 л, дизель, седан"
"BMW X7 I, 6 мест",2021,104000,76800,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW 7 серия F02 (Long) · Рестайлинг",2012,247000,25000,"автомат, 3,0 л, дизель, седан"
"BMW 7 серия E32",1988,250000,4250,"механика, 3,0 л, бензин, седан"
"BMW X5 E70 · Рестайлинг",2010,359000,20300,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 7 серия E66 (Long)",2003,248534,7800,"автомат, 3,6 л, бензин, седан"
"BMW 5 серия E60, E61",2005,183000,12000,"автомат, 3,0 л, бензин, седан"
"BMW X5 F15",2015,255000,30500,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 5 серия E39",1997,380000,5500,"механика, 2,0 л, бензин, седан"
"BMW X2 F39",2020,97000,22490,"автомат, 1,5 л, дизель, внедорожник 5 дв."
"BMW 5 серия E34",1990,426956,1000,"механика, 2,0 л, бензин, седан"
